"F2_DOC","F2_SERIE","F2_CLIENTE","F2_LOJA","F2_COND","F2_DUPL","F2_EMISSAO","F2_EST","F2_FRETE","F2_SEGURO","F2_ICMFRET","F2_TIPOCLI","F2_VALBRUT","F2_VALICM","F2_BASEICM","F2_VALIPI","F2_BASEIPI","F2_VALMERC","F2_NFORI","F2_DESCONT","F2_SERIORI","F2_TIPO","F2_ESPECI1","F2_ESPECI2","F2_ESPECI3","F2_ESPECI4","F2_VOLUME1","F2_VOLUME2","F2_VOLUME3","F2_VOLUME4","F2_ICMSRET","F2_PLIQUI","F2_PBRUTO","F2_TRANSP","F2_REDESP","F2_VEND1","F2_VEND2","F2_VEND3","F2_VEND4","F2_VEND5","F2_OK","F2_FIMP","F2_DTLANC","F2_DTREAJ","F2_REAJUST","F2_DTBASE0","F2_FATORB0","F2_DTBASE1","F2_FATORB1","F2_VARIAC","F2_FILIAL","F2_BASEISS","F2_VALISS","F2_VALFAT","F2_CONTSOC","F2_BRICMS","F2_FRETAUT","F2_ICMAUTO","F2_DESPESA","F2_NEXTDOC","F2_NEXTSER","F2_ESPECIE","F2_PDV","F2_MAPA","F2_ECF","F2_PREFIXO","F2_BASIMP1","F2_BASIMP2","F2_BASIMP3","F2_BASIMP4","F2_BASIMP5","F2_BASIMP6","F2_VALIMP1","F2_VALIMP2","F2_VALIMP3","F2_VALIMP4","F2_VALIMP5","F2_VALIMP6","F2_ORDPAGO","F2_NFCUPOM","F2_VALINSS","F2_HORA","F2_MOEDA","F2_REGIAO","F2_VALCSLL","F2_VALCOFI","F2_VALPIS","F2_LOTE","F2_TXMOEDA","F2_CLEOK","F2_CHVCLE","F2_IDCLE","F2_VALIRRF","F2_RECFAUT","F2_CARGA","F2_SEQCAR","F2_BASEINS","F2_PEDPEND","F2_DESCCAB","F2_DTENTR","F2_FORMUL","F2_TIPODOC","F2_NFEACRS","F2_TIPOREM","F2_SEQENT","F2_ICMSDIF","F2_VALACRS","F2_RECISS","F2_VALCF3","F2_ORDSEP","F2_HORNFE","F2_CHVNFE","F2_FLAGDEV","F2_TPFRETE","F2_NFELETR","F2_BASECF3","F2_VEICUL2","F2_HAWB","F2_NODIA","F2_BASEPS3","F2_EMINFE","F2_ESTCRED","F2_BASEIRR","F2_VALPS3","F2_CODNFE","F2_TIPORET","F2_BASPIS","F2_CREDNFE","F2_VEICUL1","F2_DIACTB","F2_VALTST","F2_CGCCLI","F2_RECOPI","F2_FILDEST","F2_NFICMST","F2_VLSENAR","F2_BASCSLL","F2_NFSUBST","F2_CLIENT","F2_BASETST","F2_SERSUBS","F2_NTFECP","F2_REFTAXA","F2_VLR_FRT","F2_BASEFUN","F2_BASCOFI","F2_REFMOED","F2_VEICUL3","F2_DTDIGIT","F2_VALFDS","F2_PREFORI","F2_LOJENT","F2_TPNFEXP","F2_VREINT","F2_BSREIN","F2_VALFAB","F2_VALFAC","F2_VALFET","F2_VALINA","F2_BASEINA","F2_DESCZFR","F2_FORMDES","F2_NUMORC","F2_IDSA1","F2_IDSA2","F2_IDSED","F2_LOJADES","F2_FORDES","F2_DTTXREF","F2_TXREF","F2_CODRGS","F2_DAUTNFE","F2_EVENFLG","F2_FLAGRGS","F2_HAUTNFE","F2_IDCCE","F2_IDRGS","F2_BASEFMP","F2_IDRECOP","F2_TOTEST","F2_TOTFED","F2_TOTMUN","F2_VALFMD","F2_VALFMP","F2_STATUS","F2_TIPIMP","F2_CNO","F2_TOTIMP","F2_SERMDF","F2_NUMMDF","F2_SDOCMDF","F2_SDOC","F2_SDOCMAN","F2_SDOCNXT","F2_SDOCSUB","F2_SDOCORI","F2_GNRFECP","F2_GNRDIF","F2_MENNOTA","F2_TPCOMPL","F2_LTRAN","F2_VALIMA","F2_VALFASE","F2_VALFUND","F2_SERSAT","F2_DTESERV","F2_ESTPRES","F2_MUNPRES","F2_FRTCFOP","F2_BSFCPST","F2_BASFECP","F2_PAFMD5","F2_LOJARET","F2_CMUNOR","F2_CMUNDE","F2_CLIRET","F2_UFORIG","F2_BSFCCMP","F2_UFDEST","F2_VLCPM","F2_BASECPM","F2_IDNF","D_E_L_E_T_","R_E_C_N_O_","R_E_C_D_E_L_","F2_CLIREM","F2_LOJAREM","F2_CODA1U"
"000156   ","1  ","LCDFUN","01","001","000156   ","20210108","MT","0.0","0.0","0.0","R","40000.0","0.0","0.0","0.0","0.0","40000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","40000.0","880.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:56","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","40000.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","83.71","1455.84","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","738702bc-5fcd-0b1a-bda1-6b81171648fc"," ","465801","0","      ","  ","      "
"000157   ","1  ","LCDFUN","01","001","000157   ","20210112","MT","0.0","0.0","0.0","R","3000.0","0.0","0.0","0.0","0.0","3000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","3000.0","66.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","11:13","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","3000.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","0e73f35f-b003-4da3-dfe7-d073ff7b108d"," ","465802","0","      ","  ","      "
"000183   ","1  ","LCDFUN","01","001","000183   ","20210618","MT","0.0","0.0","0.0","R","10000.0","0.0","0.0","0.0","0.0","10000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","9850.0","220.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:29","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","150.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","10000.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","e82df37a-7a72-8853-8d4f-8d14b16f7128"," ","465803","0","      ","  ","      "
"000184   ","1  ","LCDPF ","01","001","000184   ","20210618","MT","0.0","0.0","0.0","R","12000.0","0.0","0.0","0.0","0.0","12000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","12000.0","264.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:30","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","180.0","0.0","         ","LCDPF ","0.0","   ","            ","0.0","0.0","12000.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","7d8af0c3-c846-1fc8-21dc-622dd7b91a41"," ","465804","0","      ","  ","      "
"000185   ","1  ","LCDPJ ","01","001","000185   ","20210618","MT","0.0","0.0","0.0","L","15000.0","0.0","0.0","0.0","0.0","15000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","14775.0","330.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","15:31","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","225.0","0.0","         ","LCDPJ ","0.0","   ","            ","0.0","0.0","15000.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","9ec4b877-7922-c8cd-b330-318a2ed8c088"," ","465805","0","      ","  ","      "
"000190   ","1  ","LCDPF ","01","001","000190   ","20210618","MT","0.0","0.0","0.0","R","10000.0","0.0","0.0","0.0","0.0","10000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","10000.0","220.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","07:43","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDPF ","0.0","   ","            ","0.0","0.0","10000.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","7d6539fb-32b5-2a1a-6c9e-4cdaac9e8c70"," ","465806","0","      ","  ","      "
"000191   ","1  ","LCDFUN","01","001","000191   ","20210108","MT","0.0","0.0","0.0","R","1819800.0","0.0","0.0","0.0","0.0","1819800.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","1819800.0","40035.6","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","12:03","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","1819800.0","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","20210108","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","a9be7483-1421-acd4-2d57-b0d230ed9a29"," ","465807","0","      ","  ","      "
"000192   ","1  ","000001","6 ","001","000192   ","20210427","SP","0.0","0.0","0.0","R","10000.0","0.0","0.0","0.0","0.0","10000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","10000.0","220.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","06:06","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","000001","0.0","   ","            ","0.0","0.0","10000.0","0.0","0.0","        ","        ","0.0","   ","6 "," ","0.0","0.0","0.0","0.01","0.1","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","SP","0.0","0.0","b59108e7-f749-ed41-64a5-c2fa8a43f963"," ","465808","0","      ","  ","      "
"000229   ","1  ","LCDFUN","01","001","000229   ","20210108","MT","0.0","0.0","0.0","R","117405.4","0.0","0.0","0.0","0.0","117405.4","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","117405.4","1761.08","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:25","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","117405.4","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","103.24","1795.41","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","1b792314-3e91-8294-43ff-c8e90d8032d2"," ","465809","0","      ","  ","      "
"000230   ","1  ","LCDFUN","01","001","000230   ","20210108","MT","0.0","0.0","0.0","R","59197.74","0.0","0.0","0.0","0.0","59197.74","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","59197.74","887.96","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:28","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","59197.74","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","52.05","905.28","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","24280fd5-c5d1-4245-488e-cabde14b77d8"," ","465810","0","      ","  ","      "
"000231   ","1  ","LCDFUN","01","001","000231   ","20210108","MT","0.0","0.0","0.0","R","22577.35","0.0","0.0","0.0","0.0","22577.35","         ","0.0","   ","C","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","22577.35","338.66","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:29","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","22577.35","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","5e24f6fc-dc51-3fdf-ac6b-3ff75c94818a"," ","465811","0","      ","  ","      "
"000232   ","1  ","LCDFUN","01","001","000232   ","20210108","MT","0.0","0.0","0.0","R","11383.87","0.0","0.0","0.0","0.0","11383.87","         ","0.0","   ","C","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M PR 02 ","0.0","0.0","11383.87","170.75","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","1  ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:29","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","2","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","LCDFUN","0.0","   ","            ","0.0","0.0","11383.87","0.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","1  ","   ","   ","   ","   ","            ","            ","                                                            ","1","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","RJ","0.0","MT","0.0","0.0","695b38a5-78f3-7132-e308-0cdc5df00470"," ","465812","0","      ","  ","      "
"000000001","09 ","TAF003","01","001","000000001","20200318","SP","0.0","0.0","0.0","R","20000.0","0.0","0.0","0.0","0.0","20000.0","         ","0.0","   ","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","        ","        ","   ","        ","0.0","        ","0.0","0.0","M SP 01 ","20000.0","2000.0","18000.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","09 ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","2200.0","11:41","1.0","   ","360.0","1260.0","630.0"," ","0.0","    ","              ","            ","2000.0","1","      ","  ","20000.0","      ","0.0","        "," ","  ","         "," ","      ","0.0","0.0","1","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","        ","0.0","20000.0","0.0","                                                  "," ","18000.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","18000.0","         ","TAF003","0.0","   ","            ","0.0","0.0","0.0","18000.0","0.0","        ","        ","0.0","   ","01"," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","1                   ","  ","      ","        ","0.0"," ","        "," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","09 ","   ","   ","   ","   ","            ","            ","                                                            "," ","                                         ","0.0","0.0","0.0","         ","        ","  ","       ","     ","0.0","0.0","                                ","  ","     ","     ","      ","SP","0.0","SP","0.0","0.0","86d5b4e6-5cc7-54d5-34b8-4954093a8f4a"," ","465827","0","      ","  ","      "
"000000001","122","      ","  ","001","         ","20200202","MG","0.0","0.0","0.0"," ","100.0","12.0","100.0","0.0","100.0","100.0","         ","0.0","122","N","          ","          ","          ","          ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","      ","      ","      ","      ","      ","      ","    "," ","20200202","20200202","   ","20200202","0.0","20200202","0.0","0.0","M SP 01 ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","         ","   ","     ","          ","          "," ","   ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","      ","            ","0.0","17:41","1.0","   ","0.0","0.0","0.0"," ","0.0","    ","              ","            ","0.0","1","      ","  ","0.0","      ","0.0","20200202"," ","  ","         "," ","      ","0.0","0.0"," ","0.0","      ","        ","                                            "," "," ","                    ","0.0","        ","                    ","          ","0.0","20200202","0.0","0.0","0.0","                                                  "," ","0.0","0.0","        ","  ","0.0","                "," ","        ","            ","0.0","0.0","         ","      ","0.0","   ","            ","0.0","0.0","0.0","0.0","0.0","        ","20200202","0.0","   ","  "," ","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"," ","      ","                    ","                    ","                    ","  ","      ","20200202","0.0"," ","20200202"," ","    ","     ","                                                      ","                                                      ","0.0","      ","0.0","0.0","0.0","0.0","0.0","   ","1","      ","0.0","   ","         ","   ","122","   ","   ","   ","122","            ","            ","                                                            "," ","                                         ","0.0","0.0","0.0","         ","20200202","  ","       ","     ","0.0","0.0","                                ","  ","50308","06200","      ","SP","0.0","MG","0.0","0.0","3cfc36de-2b07-3fc0-d67f-66b9a8b7ab17"," ","465828","0","      ","  ","      "
